,Hotel,Address,Score,Latitude,Longitude,City
950,Royal Saint Michel,3 Boulevard Saint Michel 5th arr 75005 Paris France,8.0,48.8528364,2.3440803,"Paris, France"
951,Paddington Court Executive Rooms,3 Devonshire Terrace Westminster Borough London W2 3DN United Kingdom,7.9,51.5138357,-0.1797976,"London, United Kingdom"
952,H tel Elysees Mermoz,30 Rue Jean Mermoz 8th arr 75008 Paris France,8.7,48.8715079,2.3122258999999996,"Paris, France"
953,Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France,7.9,48.874046299999996,2.300196,"Paris, France"
954,Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,7.7,48.835431400000004,2.321142,"Paris, France"
955,H tel Amastan Paris,34 rue Jean Mermoz 8th arr 75008 Paris France,9.1,48.8716831,2.3123758999999997,"Paris, France"
956,H tel Gustave,34 Rue Viala 15th arr 75015 Paris France,8.8,48.850205200000005,2.289043,"Paris, France"
957,Hotel Saint Petersbourg Opera,35 Rue Caumartin 9th arr 75009 Paris France,8.9,48.872174,2.328075,"Paris, France"
958,Timhotel Op ra Grands Magasins,35 Rue La Bruy re 9th arr 75009 Paris France,8.3,48.879468200000005,2.3334957000000003,"Paris, France"
959,Le Grand H tel de Normandie,4 rue Amsterdam 9th arr 75009 Paris France,7.5,48.8759461,2.3270955,"Paris, France"
960,Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France,8.5,48.8743885,2.2980915,"Paris, France"
961,H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,8.9,48.8585626,2.3299138,"Paris, France"
962,Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009 Paris France,8.1,48.8753359,2.3414617,"Paris, France"
963,Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017 Paris France,8.8,48.8801757,2.2859534,"Paris, France"
964,Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003 Paris France,8.1,48.8589516,2.3670407000000004,"Paris, France"
965,H tel Powers,52 rue Francois 1er 8th arr 75008 Paris France,8.5,48.8691409,2.3031502999999995,"Paris, France"
966,Hotel Royal Elys es,6 Avenue Victor Hugo 16th arr 75116 Paris France,7.0,48.872966600000005,2.2926226,"Paris, France"
967,Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009 Paris France,8.3,48.875011900000004,2.3416769,"Paris, France"
968,Hotel Maison FL,6 Rue De La Tour 16th arr 75016 Paris France,8.7,48.839639500000004,2.2663056,"Paris, France"
969,Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015 Paris France,8.0,48.8382542,2.2903493999999998,"Paris, France"
970,Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,8.8,48.8503276,2.2982022,"Paris, France"
971,Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,8.7,48.87018870000001,2.2997281000000003,"Paris, France"
972,H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011 Paris France,8.9,48.853685399999996,2.3805796000000004,"Paris, France"
973,Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014 Paris France,7.5,48.838291600000005,2.3230188,"Paris, France"
974,H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,8.7,48.8785454,2.3384866,"Paris, France"
975,La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,9.4,48.863616799999996,2.3607998,"Paris, France"
976,Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,8.1,48.871089500000004,2.3393460999999998,"Paris, France"
977,Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,8.9,52.3312406,4.877446599999999,"Amsterdam, Netherlands"
978,Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,8.9,41.3933943,2.1461315,Barcelona. Spain
979,The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,9.0,51.499748600000004,-0.1615242,"London, United Kingdom"
980,Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030 Vienna Austria,8.4,48.191373,16.4082294,"Vienna, Austria"
981,Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,8.8,52.367756799999995,4.868217400000001,"Amsterdam, Netherlands"
982,Ohla Eixample,C rsega 289 Eixample 08008 Barcelona Spain,9.1,41.39445739999999,2.1564353,Barcelona. Spain
983,Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,8.5,41.376801,2.1460443,Barcelona. Spain
984,Holiday Inn Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,7.7,52.3351951,4.8885354,"Amsterdam, Netherlands"
985,Primero Primera,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,9.2,41.4002812,2.1297427000000004,Barcelona. Spain
986,Medinaceli,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,7.8,41.3781685,2.1786627,Barcelona. Spain
987,Hotel Granados 83,Enrique Granados 83 Eixample 08008 Barcelona Spain,8.8,41.391843,2.156844,Barcelona. Spain
988,The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,9.4,48.2051299,16.369035999999998,"Vienna, Austria"
989,Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,7.9,48.19835429999999,16.3375246,"Vienna, Austria"
990,Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,9.4,48.1975497,16.3686397,"Vienna, Austria"
991,Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,8.6,41.391362,2.1700953,Barcelona. Spain
992,Hotel J ger,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria,9.0,48.2238463,16.3138357,"Vienna, Austria"
993,Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,8.2,41.3835584,2.178311,Barcelona. Spain
994,Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,7.0,41.38305820000001,2.1778267000000002,Barcelona. Spain
995,Hotel Bagu s,La Rambla 105 Ciutat Vella 08002 Barcelona Spain,8.9,41.3827894,2.1715636000000003,Barcelona. Spain
996,Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,8.2,41.3780983,2.1762005,Barcelona. Spain
997,Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,8.4,48.203868799999995,16.3887039,"Vienna, Austria"
998,Hotel Dieci,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,8.1,45.473801200000004,9.223970199999998,Another City
999,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,8.7,48.210285,16.373579,"Vienna, Austria"
1000,Ofelias Hotel 4 Sup,Llan 24 Eixample 08015 Barcelona Spain,8.6,41.3957584,2.1822402000000003,Barcelona. Spain
1001,Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008 Barcelona Spain,8.3,41.3931918,2.16152,Barcelona. Spain
1002,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,8.7,48.1935593,16.3616098,"Vienna, Austria"
1003,pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,8.5,48.189974299999996,16.356700699999998,"Vienna, Austria"
1004,Guitart Grand Passage,Muntaner 212 Eixample 08036 Barcelona Spain,8.1,41.3936071,2.1504611000000002,Barcelona. Spain
1005,NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,8.2,41.384591,2.1378107,Barcelona. Spain
1006,Silken Concordia,Paral lel 115 Sants Montju c 08004 Barcelona Spain,8.2,41.374787299999994,2.1611846000000003,Barcelona. Spain
1007,Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,8.6,41.3946775,2.1626380000000003,Barcelona. Spain
1008,Hotel Midmost,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,9.2,41.38561729999999,2.1659487,Barcelona. Spain
1009,Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,9.4,45.4857027,9.2020127,Another City
1010,Sheraton Grand London Park Lane,Piccadilly Westminster Borough London W1J 7BX United Kingdom,8.1,51.5092876,-0.13700620000000002,"London, United Kingdom"
1011,Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,8.3,48.86397879999999,2.3352615,"Paris, France"
1012,Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,8.7,41.370304100000006,2.17141,Barcelona. Spain
1013,Dikker en Thijs Fenice Hotel,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,8.4,52.364971000000004,4.883982700000001,"Amsterdam, Netherlands"
1014,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,9.3,52.3678368,4.8830788,"Amsterdam, Netherlands"
1015,InterContinental Amstel Amsterdam,Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,9.0,52.360006799999994,4.9051643,"Amsterdam, Netherlands"
1016,Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,8.7,41.3919083,2.1573318,Barcelona. Spain
1017,Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain,9.1,41.394924200000005,2.1593099,Barcelona. Spain
1018,Hotel Omm,Rossell 265 Eixample 08008 Barcelona Spain,8.9,41.3962468,2.1609551,Barcelona. Spain
1019,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,8.5,48.2176776,16.3821364,"Vienna, Austria"
1020,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,7.7,52.3630682,4.879445099999999,"Amsterdam, Netherlands"
1021,Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,8.1,48.2110845,16.3838405,"Vienna, Austria"
1022,Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,8.2,45.4851889,9.198015,Another City
1023,Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,8.1,45.511520000000004,9.124130599999999,Another City
1024,Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,8.4,45.473980100000006,9.1960671,Another City
1025,Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,8.3,45.479273799999994,9.1459546,Another City
1026,LHP Hotel Napoleon,Via Ozanam 12 Citt Studi 20129 Milan Italy,8.3,45.4802415,9.213191900000002,Another City
1027,Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,7.7,45.47828079999999,9.199775500000001,Another City
1028,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera Milano City 20145 Milan Italy,8.6,45.4709657,9.1566242,Another City
1029,Milan Suite Hotel,Via Varesina 124 Certosa 20156 Milan Italy,8.7,45.5000245,9.1428722,Another City
1030,Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,8.5,45.5266395,9.2131549,Another City
1031,Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,8.2,52.365823,4.893243,"Amsterdam, Netherlands"
1032,The Ampersand Hotel,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,9.1,51.49430770000001,-0.1755579,"London, United Kingdom"
1033,H tel Chaplain Paris Rive Gauche,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,8.7,48.8427564,2.3305636,"Paris, France"
1034,Op ra Marigny,11 Rue de l Arcade 8th arr 75008 Paris France,8.1,48.871722999999996,2.3235377,"Paris, France"
1035,Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France,7.8,48.8724588,2.3378004,"Paris, France"
1036,Hotel Marignan Champs Elys es,12 rue de Marignan 8th arr 75008 Paris France,8.7,48.8685093,2.3067895,"Paris, France"
1037,H tel Westminster,13 Rue De La Paix 2nd arr 75002 Paris France,8.4,48.8693409,2.3310263,"Paris, France"
1038,H tel California Champs Elys es,16 rue de Berri 8th arr 75008 Paris France,8.2,48.8726335,2.3048083999999998,"Paris, France"
1039,Le Narcisse Blanc Spa,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,9.5,48.8605125,2.3106533,"Paris, France"
1040,Grand Hotel Saint Michel,19 Rue Cujas 5th arr 75005 Paris France,8.8,48.8478399,2.342254,"Paris, France"
1041,Best Western Premier Op ra Opal,19 Rue Tronchet 8th arr 75008 Paris France,8.6,48.8722588,2.3257608,"Paris, France"
1042,Banke H tel,20 Rue La Fayette 9th arr 75009 Paris France,8.4,48.8735736,2.3359650000000003,"Paris, France"
1043,Royal Saint Honore,221 Rue Saint Honore 1st arr 75001 Paris France,8.6,48.8658792,2.3298902999999997,"Paris, France"
1044,Hotel Vignon,23 Rue Vignon 8th arr 75008 Paris France,8.8,48.871714600000004,2.3261812,"Paris, France"
1045,Le Roch Hotel Spa,28 rue Saint Roch 1st arr 75001 Paris France,9.0,48.8661991,2.3328826,"Paris, France"
1046,Four Seasons Hotel George V Paris,31 Avenue George V 8th arr 75008 Paris France,9.3,48.868751200000005,2.3001692000000005,"Paris, France"
1047,H tel Fabric,31 rue de la Folie M ricourt 11th arr 75011 Paris France,9.3,48.8629329,2.3723822999999995,"Paris, France"
1048,Best Western Allegro Nation,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,7.8,48.8430891,2.4049867000000003,"Paris, France"
1049,H tel Saint Marc,36 Rue Saint Marc 2nd arr 75002 Paris France,9.3,48.870886299999995,2.3382127999999995,"Paris, France"
1050,Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,8.5,51.4911924,-0.1449474,"London, United Kingdom"
1051,Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France,8.2,48.8675674,2.3539896000000002,"Paris, France"
1052,My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France,9.1,48.8636049,2.3688352000000004,"Paris, France"
1053,H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,8.6,48.8684776,2.3298238,"Paris, France"
1054,Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001 Paris France,8.3,48.866242,2.3373169,"Paris, France"
1055,Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France,9.1,48.8481917,2.3490316000000004,"Paris, France"
1056,9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,8.8,48.8708419,2.3605864,"Paris, France"
1057,Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,8.4,48.877675599999996,2.3493159,"Paris, France"
1058,Hotel De Vigny,9 11 rue Balzac 8th arr 75008 Paris France,7.5,48.8738672,2.3005894000000002,"Paris, France"
1059,Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,7.7,48.879659600000004,2.3209155,"Paris, France"
1060,Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009 Paris France,8.7,48.879594700000006,2.3280695,"Paris, France"
1061,H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008 Paris France,8.3,48.872681400000005,2.3020866,"Paris, France"
1062,Hotel Les Th tres,98 Rue De Clery 2nd arr 75002 Paris France,8.2,48.8694768,2.3515064999999997,"Paris, France"
1063,Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,9.1,45.4521067,9.1758135,Another City
1064,Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2134246,16.3831309,"Vienna, Austria"
1065,Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,8.8,41.372524600000006,2.1540787999999997,Barcelona. Spain
1066,Olivia Balmes Hotel,Balmes 117 Eixample 08008 Barcelona Spain,9.3,41.392095,2.158493,Barcelona. Spain
1067,Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,8.4,41.4061636,2.2008956000000004,Barcelona. Spain
1068,Hotel 4 Barcelona,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,7.7,41.39595870000001,2.2008981,Barcelona. Spain
1069,Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,8.5,48.1949694,16.3692624,"Vienna, Austria"
1070,IH Hotels Milano Ambasciatori,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,7.8,45.4644348,9.1952727,Another City
1071,The Dylan Amsterdam,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,9.1,52.3654686,4.8798713,"Amsterdam, Netherlands"
1072,Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,9.3,48.2075294,16.3525967,"Vienna, Austria"
1073,NH Wien City,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,8.4,48.200287200000005,16.3547746,"Vienna, Austria"
1074,Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,8.9,48.202644899999996,16.3671054,"Vienna, Austria"
1075,Hotel Margot House,Paseo de Gracia 46 Eixample 08007 Barcelona Spain,9.4,41.3918805,2.1660362999999996,Barcelona. Spain
1076,Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,9.2,41.3930168,2.1646148,Barcelona. Spain
1077,Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,9.5,48.2038793,16.369808600000002,"Vienna, Austria"
1078,ME Milan Il Duca,Piazza della Repubblica 13 Central Station 20124 Milan Italy,9.2,45.4793852,9.1961308,Another City
1079,Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,9.1,41.3810421,2.1814294,Barcelona. Spain
1080,Hotel DO Pla a Reial G L ,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,9.3,41.3799929,2.1748256,Barcelona. Spain
1081,Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,8.8,52.36480770000001,4.8853962,"Amsterdam, Netherlands"
1082,Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,8.4,48.1955998,16.3826989,"Vienna, Austria"
1083,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040 Vienna Austria,9.0,48.197840899999996,16.367086999999998,"Vienna, Austria"
1084,Hotel Roemer Amsterdam,Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,8.3,52.361757700000005,4.8780052000000005,"Amsterdam, Netherlands"
1085,Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,7.9,41.390981599999996,2.1714938,Barcelona. Spain
1086,H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,8.5,41.386956500000004,2.1665338,Barcelona. Spain
1087,The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,8.9,48.202274200000005,16.3762615,"Vienna, Austria"
1088,Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,9.2,52.358631,4.8786236,"Amsterdam, Netherlands"
1089,Style Hotel,Via delle Erbe 1 Milan City Center 20121 Milan Italy,7.7,45.4708973,9.1840992,Another City
1090,Ca Bianca Hotel Corte Del Naviglio,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,7.7,45.443502,9.1377081,Another City
1091,Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,8.0,45.4481878,9.2570459,Another City
1092,NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,8.2,45.48149229999999,9.192022999999999,Another City
1093,Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,8.4,45.4881471,9.2016609,Another City
1094,TownHouse Duomo,Via Silvio Pellico 2 Milan City Center 20121 Milan Italy,8.4,45.464882200000005,9.1893265,Another City
1095,Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157 Milan Italy,8.3,45.5147974,9.116605999999999,Another City
1096,Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,8.0,45.50054,9.220808900000002,Another City
1097,Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,9.2,48.2072348,16.372238,"Vienna, Austria"
1098,Hotel Scribe Paris Opera by Sofitel,1 Rue Scribe 9th arr 75009 Paris France,8.6,48.8704175,2.3296832000000003,"Paris, France"
1099,Hotel La Lanterne,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,9.0,48.8489839,2.348383,"Paris, France"
1100,La Tremoille Paris,14 rue de la Tremoille 8th arr 75008 Paris France,8.5,48.8668589,2.3028215,"Paris, France"
1101,Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France,9.3,48.8550236,2.3350786,"Paris, France"
1102,Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,9.1,51.4930905,-0.17550220000000002,"London, United Kingdom"
1103,Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014 Paris France,7.5,48.83159620000001,2.3399796000000004,"Paris, France"
1104,Drawing Hotel,17 rue de Richelieu 1st arr 75001 Paris France,8.9,48.8644382,2.3359148,"Paris, France"
1105,H tel F licien by Elegancia,21 rue F licien David 16th arr 75016 Paris France,8.4,48.8493082,2.2743626,"Paris, France"
1106,H tel Paris Bastille Boutet MGallery by Sofitel,22 24 Rue Faidherbe 11th arr 75011 Paris France,8.8,48.8519215,2.3839992999999997,"Paris, France"
1107,H tel Aiglon Esprit de France,232 Boulevard Raspail 14th arr 75014 Paris France,8.9,48.83966229999999,2.3300582000000003,"Paris, France"
1108,Hotel du Petit Moulin,29 31 rue de Poitou 3rd arr 75003 Paris France,9.1,48.8615843,2.3620652,"Paris, France"
1109,Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France,8.7,48.870367200000004,2.2938867999999997,"Paris, France"
1110,H tel L Echiquier Op ra Paris MGallery by Sofitel,38 rue de l Echiquier 10th arr 75010 Paris France,9.1,48.8719889,2.3492912999999995,"Paris, France"
1111,Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116 Paris France,8.2,48.8691399,2.2981024,"Paris, France"
1112,H tel Regent s Garden,6 Rue Pierre Demours 17th arr 75017 Paris France,9.1,48.879751299999995,2.2919633999999998,"Paris, France"
1113,Hotel Malte Astotel,63 rue de Richelieu 2nd arr 75002 Paris France,8.9,48.8672474,2.33738,"Paris, France"
1114,Mercure Tour Eiffel Grenelle,64 Boulevard de Grenelle 15th arr 75015 Paris France,8.3,48.850448,2.2928845,"Paris, France"
1115,Boutique H tel Konfidentiel,64 Rue de l Arbre Sec 1st arr 75001 Paris France,8.9,48.8612535,2.3426256000000003,"Paris, France"
1116,H tel Jos phine by Happyculture,67 rue Blanche 9th arr 75009 Paris France,8.1,48.8823141,2.3316687999999997,"Paris, France"
1117,The Beaumont Hotel,8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,9.4,51.513055,-0.152257,"London, United Kingdom"
1118,Residence Du Roy,8 Rue Francois 1Er 8th arr 75008 Paris France,8.4,48.865768700000004,2.3090386,"Paris, France"
1119,La Maison Champs Elys es,8 Rue Jean Goujon 8th arr 75008 Paris France,8.8,48.866676,2.3089908,"Paris, France"
1120,Snob Hotel by Elegancia,86 Rue Saint Denis 1st arr 75001 Paris France,9.0,48.8622723,2.3495707,"Paris, France"
1121,Best Western Le Jardin de Cluny,9 Rue du Sommerard 5th arr 75005 Paris France,8.5,48.8497553,2.3467616000000002,"Paris, France"
1122,Hotel Bellevue Wien,Althanstra e 5 09 Alsergrund 1090 Vienna Austria,8.1,48.226406299999994,16.3600628,"Vienna, Austria"
1123,Park Hyatt Vienna,Am Hof 2 01 Innere Stadt 1010 Vienna Austria,9.3,48.210524299999996,16.3683592,"Vienna, Austria"
1124,Eurostars Angli,Angli 60 Sarri St Gervasi 08017 Barcelona Spain,8.3,41.4031654,2.1231637,Barcelona. Spain
1125,Best Western Delphi Hotel,Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,7.5,52.3504558,4.8770194,"Amsterdam, Netherlands"
1126,Tryp Barcelona Apolo Hotel,Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,7.8,41.374703100000005,2.1707106,Barcelona. Spain
1127,Eurostars Monumental,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,8.3,41.4006653,2.1787089,Barcelona. Spain
1128,Hotel Lloyd,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,7.5,45.4580781,9.1924205,Another City
1129,Carlyle Brera Hotel,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,8.2,45.47699229999999,9.1844899,Another City
1130,Graben Hotel,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,8.6,48.2078955,16.3701084,"Vienna, Austria"
1131,Austria Trend Parkhotel Sch nbrunn Wien,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,8.6,48.1866506,16.3023375,"Vienna, Austria"
1132,Hotel Kavalier,Linzer Stra e 165 14 Penzing 1140 Vienna Austria,8.0,48.1940487,16.2971831,"Vienna, Austria"
1133,Boutiquehotel Das Tyrol,Mariahilfer Stra e 15 06 Mariahilf 1060 Vienna Austria,9.4,48.200895700000004,16.3592496,"Vienna, Austria"
1134,COMO Metropolitan London,Old Park Lane Westminster Borough London W1K 1LB United Kingdom,9.0,51.5050355,-0.1500864,"London, United Kingdom"
1135,Hotel Grums Barcelona,Palaud ries 26 Sants Montju c 08004 Barcelona Spain,8.3,41.3727844,2.1721133999999997,Barcelona. Spain
1136,Duquesa de Cardona,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain,8.9,41.3798658,2.1805271,Barcelona. Spain
1137,Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020 Vienna Austria,8.1,48.21783320000001,16.3821636,"Vienna, Austria"
1138,Hotel Carrobbio,Via Medici 3 Milan City Center 20123 Milan Italy,8.0,45.4606597,9.1810947,Another City
1139,Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,8.9,45.4847398,9.2072916,Another City
1140,Sheraton Diana Majestic,Viale Piave 42 Milan City Center 20129 Milan Italy,7.9,45.4736557,9.2066824,Another City
1141,Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,9.1,48.23900220000001,16.4292329,"Vienna, Austria"
