,Hotel,Address,Score,Latitude,Longitude
3869,The Westin Palace,Piazza della Repubblica 20 Central Station 20124 Milan Italy,8.5,45.4790357,9.199028
3878,Hotel Sunflower,Piazzale Lugano 10 Bovisa 20158 Milan Italy,7.6,45.498503,9.1664111
3895,Pulitzer Amsterdam,Prinsengracht 315 331 Amsterdam City Center 1016 GZ Amsterdam Netherlands,9.1,52.3728353,4.883326
3899,Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019 Barcelona Spain,8.1,41.4052324,2.2117289
3908,HCC Regente,Rambla de Catalunya 76 Eixample 08008 Barcelona Spain,8.1,41.3922919,2.1622256
3912,Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010 Vienna Austria,8.5,48.2133054,16.3567884
3915,Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120 Vienna Austria,7.9,48.1776236,16.3243588
3917,NH Amsterdam Schiller,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands,7.7,52.3657092,4.8966912
3918,NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030 Vienna Austria,8.4,48.1954348,16.383429
3922,Hotel mbit Barcelona,Roger de Ll ria 17 Eixample 08010 Barcelona Spain,8.9,41.3907821,2.1717426
3924,Roger de Ll ria,Roger de Lluria 28 Eixample 08010 Barcelona Spain,8.5,41.3910786,2.1717285
3926,Hotel Regina,Rooseveltplatz 15 09 Alsergrund 1090 Vienna Austria,8.4,48.2163343,16.3595536
3927,Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036 Barcelona Spain,8.5,41.4226648,2.1464261
3953,Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,9.3,48.2082215,16.3751842
3979,Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,8.6,48.213577,16.3799322
3980,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,8.9,48.2121772,16.3680771
3982,Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,8,41.3999934,2.1452467
3988,Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,8.6,45.4828787,9.186346
3991,Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,8.3,45.461177,9.191047
3995,Hotel Pierre Milano,Via De Amicis 32 Milan City Center 20123 Milan Italy,7.5,45.4595203,9.1770004
3997,UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,8.6,45.4841371,9.2001623
4007,UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,8.2,45.451873,9.20548
4008,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,8.9,41.3849695,2.1776631
4012,Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,7.7,45.4580137,9.1913676
4015,Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,8.2,45.482442,9.1756982
4016,ADI Hotel Poliziano Fiera,Via Poliziano 11 Sempione 20154 Milan Italy,8.2,45.4837173,9.1649371
4017,The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy,7.7,45.5138582,9.1194759
4018,Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5 Milan City Center 20121 Milan Italy,8.8,45.4691663,9.1984454
4035,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,8.2,45.500667,9.1445874
4043,Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,7.9,45.4872511,9.2237385
4044,Best Western Hotel Astoria,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,7.7,45.4725167,9.1439198
4049,Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,8.3,41.3766732,2.1524478
4052,Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,7.8,48.2202508,16.3557805
4056,Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,8.2,48.1941905,16.3462578
4067,Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,8.3,52.3594783,4.895853
4091,Shangri La Hotel Paris,10 Avenue D I na 16th arr 75016 Paris France,9.3,48.8637135,2.2934759
4092,Mercure Paris Tour Eiffel Pont Mirabeau,10 Avenue Emile Zola 15th arr 75015 Paris France,8,48.8460269,2.2788281
4097,Hotel des Tuileries Relais du Silence,10 rue Saint Hyacinthe 1st arr 75001 Paris France,8.1,48.8661705,2.331561
4105,Hotel Eden,110 rue Blomet 15th arr 75015 Paris France,8.5,48.8405612,2.2991035
4107,Le Relais Madeleine,11bis Rue Godot de Mauroy 9th arr 75009 Paris France,8.7,48.870961,2.3267678
4108,Terrass H tel Montmartre by MH,12 14 Rue Joseph De Maistre 18th arr 75018 Paris France,9,48.8865626,2.3329648
4110,Best Western Mercedes Arc de Triomphe,128 avenue de Wagram 17th arr 75017 Paris France,7.8,48.8848292,2.3035189
4112,Maxim Op ra,13 rue Geoffroy Marie 9th arr 75009 Paris France,8.4,48.8738557,2.3444232
4114,Hotel Odeon Saint Germain,13 rue Saint Sulpice 6th arr 75006 Paris France,8.6,48.8513515,2.3375084
4118,Best Western Premier Le Swann,15 rue de Constantinople 8th arr 75008 Paris France,8.3,48.8797331,2.3206003
4119,H tel des Academies et des Arts,15 Rue De La Grande Chaumi re 6th arr 75006 Paris France,8.8,48.8420669,2.3304091
4122,Au Manoir Saint Germain,153 Boulevard Saint Germain 6th arr 75006 Paris France,8.6,48.853688,2.3322667
4125,Nolinski Paris,16 Avenue de l Opera 1st arr 75001 Paris France,9.4,48.8654874,2.3348924
4128,H tel Hor,160 Rue La Fayette 10th arr 75010 Paris France,8.6,48.8793427,2.3577745
4139,Franklin Roosevelt,18 rue Clement Marrot 8th arr 75008 Paris France,8.6,48.8678432,2.3033075
4140,H tel Horset Op ra Best Western Premier Collection,18 Rue d Antin 2nd arr 75002 Paris France,8.5,48.8691686,2.3337818
4144,H tel Les Dames du Panth on,19 place du Panth on 5th arr 75005 Paris France,8.8,48.845743,2.34493
4146,Okko Hotels Paris Porte De Versailles,2 Rue du Colonel Pierre Avia 15th arr 75015 Paris France,9.2,48.8327729,2.2787597
4150,InterContinental Paris Le Grand,2 Rue Scribe 9th arr 75009 Paris France,8.8,48.8708391,2.3303651
4170,H tel De Buci by MH,22 rue de Buci 6th arr 75006 Paris France,8.9,48.8538752,2.3366123
4172,H tel Beauchamps,24 rue de Ponthieu 8th arr 75008 Paris France,8.1,48.87096,2.3091617
4173,Best Western Nouvel Orl ans Montparnasse,25 avenue du General Leclerc 14th arr 75014 Paris France,8.1,48.8309896,2.3297301
4174,Hotel Plaza Athenee Paris,25 Avenue Montaigne 8th arr 75008 Paris France,9.3,48.8661932,2.3042141
4175,H tel Da Vinci Spa,25 rue des Saints P res 6th arr 75006 Paris France,9.1,48.8565778,2.3319767
4181,Hotel Atmospheres,29 31 rue des Ecoles 5th arr 75005 Paris France,8.7,48.8485387,2.3479852
4182,Hotel Astra Opera Astotel,29 rue Caumartin 9th arr 75009 Paris France,8.4,48.8718321,2.3278866
4183,TRYP Paris Op ra,3 Boulevard Montmartre 2nd arr 75002 Paris France,7.8,48.8713619,2.3426375
4184,Royal Saint Michel,3 Boulevard Saint Michel 5th arr 75005 Paris France,8,48.8528364,2.3440803
4185,Paddington Court Executive Rooms,3 Devonshire Terrace Westminster Borough London W2 3DN United Kingdom,7.9,51.5138357,-0.1797976
4190,H tel Elysees Mermoz,30 Rue Jean Mermoz 8th arr 75008 Paris France,8.7,48.8715079,2.3122259
4195,Royal Hotel Champs Elys es,33 avenue de Friedland 8th arr 75008 Paris France,7.9,48.8740463,2.300196
4197,Best Western Bretagne Montparnasse,33 rue Raymond Losserand 14th arr 75014 Paris France,7.7,48.8354314,2.321142
4206,H tel Amastan Paris,34 rue Jean Mermoz 8th arr 75008 Paris France,9.1,48.8716831,2.3123759
4207,H tel Gustave,34 Rue Viala 15th arr 75015 Paris France,8.8,48.8502052,2.289043
4209,Hotel Saint Petersbourg Opera,35 Rue Caumartin 9th arr 75009 Paris France,8.9,48.872174,2.328075
4210,Timhotel Op ra Grands Magasins,35 Rue La Bruy re 9th arr 75009 Paris France,8.3,48.8794682,2.3334957
4228,Le Grand H tel de Normandie,4 rue Amsterdam 9th arr 75009 Paris France,7.5,48.8759461,2.3270955
4230,Napoleon Paris,40 avenue de Friedland 8th arr 75008 Paris France,8.5,48.8743885,2.2980915
4231,H tel de Lille,40 rue de Lille 7th arr 75007 Paris France,8.9,48.8585626,2.3299138
4244,Best Western Premier Op ra Faubourg Ex Hotel Jules ,49 Rue La Fayette 9th arr 75009 Paris France,8.1,48.8753359,2.3414617
4250,Les Jardins De La Villa Spa,5 Rue Belidor 17th arr 75017 Paris France,8.8,48.8801757,2.2859534
4251,Villa Beaumarchais,5 rue des Arquebusiers 3rd arr 75003 Paris France,8.1,48.8589516,2.3670407
4259,H tel Powers,52 rue Francois 1er 8th arr 75008 Paris France,8.5,48.8691409,2.3031503
4267,Hotel Royal Elys es,6 Avenue Victor Hugo 16th arr 75116 Paris France,7,48.8729666,2.2926226
4273,Hotel Eug ne en Ville,6 rue Buffault 9th arr 75009 Paris France,8.3,48.8750119,2.3416769
4276,Hotel Maison FL,6 Rue De La Tour 16th arr 75016 Paris France,8.7,48.8396395,2.2663056
4278,Mercure Paris 15 Porte de Versailles,6 Rue Saint Lambert 15th arr 75015 Paris France,8,48.8382542,2.2903494
4287,Hotel Ares Eiffel,7 rue du G n ral de Larminat 15th arr 75015 Paris France,8.8,48.8503276,2.2982022
4288,Francois 1er,7 Rue Magellan 8th arr 75008 Paris France,8.7,48.8701887,2.2997281
4290,H tel Exquis by Elegancia,71 Rue de Charonne 11th arr 75011 Paris France,8.9,48.8536854,2.3805796
4295,Holiday Inn Paris Gare Montparnasse,79 81 avenue du Maine 14th arr 75014 Paris France,7.5,48.8382916,2.3230188
4300,H tel Arvor Saint Georges,8 rue Laferriere 9th arr 75009 Paris France,8.7,48.8785454,2.3384866
4309,La Chambre du Marais,85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,9.4,48.8636168,2.3607998
4313,Mercure Paris Opera Louvre,95 Rue de Richelieu 2nd arr 75002 Paris France,8.1,48.8710895,2.3393461
4329,Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,8.9,52.3312406,4.8774466
4338,Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,8.9,41.3933943,2.1461315
4353,The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,9,51.4997486,-0.1615242
4354,Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030 Vienna Austria,8.4,48.191373,16.4082294
4357,Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,8.8,52.3677568,4.8682174
4363,Ohla Eixample,C rsega 289 Eixample 08008 Barcelona Spain,9.1,41.3944574,2.1564353
4381,Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,8.5,41.376801,2.1460443
4392,Holiday Inn Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,7.7,52.3351951,4.8885354
4415,Primero Primera,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,9.2,41.4002812,2.1297427
4416,Medinaceli,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,7.8,41.3781685,2.1786627
4423,Hotel Granados 83,Enrique Granados 83 Eixample 08008 Barcelona Spain,8.8,41.391843,2.156844
4428,The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,9.4,48.2051299,16.369036
4429,Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,7.9,48.1983543,16.3375246
4433,Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,9.4,48.1975497,16.3686397
4444,Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,8.6,41.391362,2.1700953
4465,Hotel J ger,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria,9,48.2238463,16.3138357
4473,Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,8.2,41.3835584,2.178311
4475,Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,7,41.3830582,2.1778267
4501,Hotel Bagu s,La Rambla 105 Ciutat Vella 08002 Barcelona Spain,8.9,41.3827894,2.1715636
4502,Eurostars Ramblas,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain,8.2,41.3780983,2.1762005
4505,Mercure Grand Hotel Biedermeier Wien,Landstra er Hauptstra e 28 03 Landstra e 1030 Vienna Austria,8.4,48.2038688,16.3887039
4509,Hotel Dieci,Largo Rio de Janeiro 12 Citt Studi 20133 Milan Italy,8.1,45.4738012,9.2239702
4519,Hotel Topazz,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria,8.7,48.210285,16.373579
4520,Ofelias Hotel 4 Sup,Llan 24 Eixample 08015 Barcelona Spain,8.6,41.3957584,2.1822402
4525,Alexandra Barcelona A DoubleTree by Hilton,Mallorca 251 Eixample 08008 Barcelona Spain,8.3,41.3931918,2.16152
4527,Holiday Inn Vienna City,Margaretenstra e 53 05 Margareten 1050 Vienna Austria,8.7,48.1935593,16.3616098
4528,pentahotel Vienna,Margaretenstra e 92 05 Margareten 1050 Vienna Austria,8.5,48.1899743,16.3567007
4541,Guitart Grand Passage,Muntaner 212 Eixample 08036 Barcelona Spain,8.1,41.3936071,2.1504611
4554,NH Sants Barcelona,Numancia 74 Les Corts 08029 Barcelona Spain,8.2,41.384591,2.1378107
4566,Silken Concordia,Paral lel 115 Sants Montju c 08004 Barcelona Spain,8.2,41.3747873,2.1611846
4578,Royal Passeig de Gracia,Passeig de Gracia 84 Eixample 08008 Barcelona Spain,8.6,41.3946775,2.162638
4584,Hotel Midmost,Pelayo 14 Ciutat Vella 08001 Barcelona Spain,9.2,41.3856173,2.1659487
4593,Excelsior Hotel Gallia Luxury Collection Hotel,Piazza Duca D Aosta 9 Central Station 20124 Milan Italy,9.4,45.4857027,9.2020127
4603,Sheraton Grand London Park Lane,Piccadilly Westminster Borough London W1J 7BX United Kingdom,8.1,51.5092876,-0.1370062
4609,Hotel du Louvre in the Unbound Collection by Hyatt,Place Andr Malraux 1st arr 75001 Paris France,8.3,48.8639788,2.3352615
4610,Hotel Miramar Barcelona GL,Plaza Carlos Iba ez 3 Sants Montju c 08038 Barcelona Spain,8.7,41.3703041,2.17141
4630,Dikker en Thijs Fenice Hotel,Prinsengracht 444 Amsterdam City Center 1017 KE Amsterdam Netherlands,8.4,52.364971,4.8839827
4631,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587 Amsterdam City Center 1067 HT Amsterdam Netherlands,9.3,52.3678368,4.8830788
4636,InterContinental Amstel Amsterdam,Professor Tulpplein 1 Amsterdam City Center 1018 GX Amsterdam Netherlands,9,52.3600068,4.9051643
4637,Hotel America Barcelona,Provenza 195 Eixample 08008 Barcelona Spain,8.7,41.3919083,2.1573318
4655,Gallery Hotel,Rossell 249 Eixample 08008 Barcelona Spain,9.1,41.3949242,2.1593099
4656,Hotel Omm,Rossell 265 Eixample 08008 Barcelona Spain,8.9,41.3962468,2.1609551
4661,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria,8.5,48.2176776,16.3821364
4677,Austria Trend Hotel Schloss Wilhelminenberg Wien,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,8.3,48.2195345,16.2855639
4720,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,7.7,52.3630682,4.8794451
4722,Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,8.1,48.2110845,16.3838405
4737,Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,8.2,45.4851889,9.198015
4740,Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,8.1,45.51152,9.1241306
4750,Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,8.4,45.4739801,9.1960671
4752,Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,8.3,45.4792738,9.1459546
4756,LHP Hotel Napoleon,Via Ozanam 12 Citt Studi 20129 Milan Italy,8.3,45.4802415,9.2131919
4757,Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,7.7,45.4782808,9.1997755
4768,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera Milano City 20145 Milan Italy,8.6,45.4709657,9.1566242
4769,Milan Suite Hotel,Via Varesina 124 Certosa 20156 Milan Italy,8.7,45.5000245,9.1428722
4775,Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,8.5,45.5266395,9.2131549
4787,Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,8.2,52.365823,4.893243
4790,Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,8,48.216782,16.3601301
4813,The Ampersand Hotel,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,9.1,51.4943077,-0.1755579
4819,H tel Chaplain Paris Rive Gauche,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France,8.7,48.8427564,2.3305636
4820,Op ra Marigny,11 Rue de l Arcade 8th arr 75008 Paris France,8.1,48.871723,2.3235377
4827,Millennium Hotel Paris Opera,12 Boulevard Haussmann 9th arr 75009 Paris France,7.8,48.8724588,2.3378004
4828,Hotel Marignan Champs Elys es,12 rue de Marignan 8th arr 75008 Paris France,8.7,48.8685093,2.3067895
4829,H tel Westminster,13 Rue De La Paix 2nd arr 75002 Paris France,8.4,48.8693409,2.3310263
4842,H tel California Champs Elys es,16 rue de Berri 8th arr 75008 Paris France,8.2,48.8726335,2.3048084
4853,Le Narcisse Blanc Spa,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France,9.5,48.8605125,2.3106533
4854,Grand Hotel Saint Michel,19 Rue Cujas 5th arr 75005 Paris France,8.8,48.8478399,2.342254
4855,Best Western Premier Op ra Opal,19 Rue Tronchet 8th arr 75008 Paris France,8.6,48.8722588,2.3257608
4869,Banke H tel,20 Rue La Fayette 9th arr 75009 Paris France,8.4,48.8735736,2.335965
4884,Royal Saint Honore,221 Rue Saint Honore 1st arr 75001 Paris France,8.6,48.8658792,2.3298903
4888,Holiday Inn Paris Montmartre,23 Rue Damr mont 18th arr 75018 Paris France,8.3,48.8889205,2.333088
4889,Hotel Vignon,23 Rue Vignon 8th arr 75008 Paris France,8.8,48.8717146,2.3261812
4897,Le Roch Hotel Spa,28 rue Saint Roch 1st arr 75001 Paris France,9,48.8661991,2.3328826
4908,Four Seasons Hotel George V Paris,31 Avenue George V 8th arr 75008 Paris France,9.3,48.8687512,2.3001692
4909,H tel Fabric,31 rue de la Folie M ricourt 11th arr 75011 Paris France,9.3,48.8629329,2.3723823
4910,Best Western Allegro Nation,33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,7.8,48.8430891,2.4049867
4922,H tel Saint Marc,36 Rue Saint Marc 2nd arr 75002 Paris France,9.3,48.8708863,2.3382128
4923,Eccleston Square Hotel,37 Eccleston Square Westminster Borough London SW1V 1PB United Kingdom,8.5,51.4911924,-0.1449474
4930,Little Palace Hotel,4 rue Salomon de Caus 3rd arr 75003 Paris France,8.2,48.8675674,2.3539896
4943,My Home In Paris,5 Rue De Malte 11th arr 75011 Paris France,9.1,48.8636049,2.3688352
4944,H tel Mansart Esprit de France,5 rue des Capucines 1st arr 75001 Paris France,8.6,48.8684776,2.3298238
4947,Golden Tulip Washington Opera,50 rue de Richelieu 1st arr 75001 Paris France,8.3,48.866242,2.3373169
4948,Residence Henri IV,50 rue des Bernardins 5th arr 75005 Paris France,9.1,48.8481917,2.3490316
4973,9Hotel Republique,7 9 Rue Pierre Chausson 10th arr 75010 Paris France,8.8,48.8708419,2.3605864
4994,Best Western Premier Faubourg 88,88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,8.4,48.8776756,2.3493159
4995,Hotel De Vigny,9 11 rue Balzac 8th arr 75008 Paris France,7.5,48.8738672,2.3005894
4997,Ibis Styles Paris Gare Saint Lazare,9 Rue de Constantinople 8th arr 75008 Paris France,7.7,48.8796596,2.3209155
4998,Best Western Premier Op ra Li ge,9 Rue De Li ge 9th arr 75009 Paris France,8.7,48.8795947,2.3280695
4999,H tel Cristal Champs Elys es,9 Rue de Washington 8th arr 75008 Paris France,8.3,48.8726814,2.3020866
5002,Hotel Les Th tres,98 Rue De Clery 2nd arr 75002 Paris France,8.2,48.8694768,2.3515065
5004,Maison Borella,Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy,9.1,45.4521067,9.1758135
5014,Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,8.1,48.2134246,16.3831309
5024,Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,8.8,41.3725246,2.1540788
5028,NH Collection Barcelona Podium,Bail n 4 6 Eixample 08010 Barcelona Spain,8.9,41.3916278,2.1779225
5030,Olivia Balmes Hotel,Balmes 117 Eixample 08008 Barcelona Spain,9.3,41.392095,2.158493
5064,Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,8.4,41.4061636,2.2008956
5071,Hotel 4 Barcelona,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,7.7,41.3959587,2.2008981
5080,Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,8.5,48.1949694,16.3692624
5081,IH Hotels Milano Ambasciatori,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,7.8,45.4644348,9.1952727
5123,The Dylan Amsterdam,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,9.1,52.3654686,4.8798713
5131,Hotel Daniel Vienna,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,8.5,48.18877,16.383973
5133,Hotel Rathaus Wein Design,Lange Gasse 13 08 Josefstadt 1080 Vienna Austria,9.3,48.2075294,16.3525967
5147,NH Wien City,Mariahilfer Stra e 32 34 07 Neubau 1070 Vienna Austria,8.4,48.2002872,16.3547746
5169,Das Opernring Hotel,Opernring 11 01 Innere Stadt 1010 Vienna Austria,8.9,48.2026449,16.3671054
5180,Hotel Margot House,Paseo de Gracia 46 Eixample 08007 Barcelona Spain,9.4,41.3918805,2.1660363
5185,Sixtytwo Hotel,Passeig de Gracia 62 Eixample 08007 Barcelona Spain,9.2,41.3930168,2.1646148
5194,Hotel Sacher Wien,Philharmoniker Stra e 4 01 Innere Stadt 1010 Vienna Austria,9.5,48.2038793,16.3698086
5195,ME Milan Il Duca,Piazza della Repubblica 13 Central Station 20124 Milan Italy,9.2,45.4793852,9.1961308
5206,Duquesa Suites Barcelona,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain,9.1,41.3810421,2.1814294
5208,Hotel DO Pla a Reial G L ,Pla a Reial 1 Ciutat Vella 08001 Barcelona Spain,9.3,41.3799929,2.1748256
5224,Hotel Seven One Seven,Prinsengracht 717 Amsterdam City Center 1017 JW Amsterdam Netherlands,8.8,52.3648077,4.8853962
5235,Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030 Vienna Austria,8.4,48.1955998,16.3826989
5237,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040 Vienna Austria,9,48.1978409,16.367087
5238,Hotel Roemer Amsterdam,Roemer Visscherstraat 8 10 Oud West 1054 EV Amsterdam Netherlands,8.3,52.3617577,4.8780052
5239,Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037 Barcelona Spain,7.9,41.3909816,2.1714938
5242,H10 Universitat,Ronda Universitat 21 Eixample 08007 Barcelona Spain,8.5,41.3869565,2.1665338
5266,The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010 Vienna Austria,8.9,48.2022742,16.3762615
5290,Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,9.2,52.358631,4.8786236
5297,Style Hotel,Via delle Erbe 1 Milan City Center 20121 Milan Italy,7.7,45.4708973,9.1840992
5308,Ca Bianca Hotel Corte Del Naviglio,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,7.7,45.443502,9.1377081
5310,Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,8,45.4481878,9.2570459
5311,NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,8.2,45.4814923,9.192023
5318,Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,8.4,45.4881471,9.2016609
5328,TownHouse Duomo,Via Silvio Pellico 2 Milan City Center 20121 Milan Italy,8.4,45.4648822,9.1893265
5335,Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157 Milan Italy,8.3,45.5147974,9.116606
5344,Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,8,45.50054,9.2208089
5360,Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,9.2,48.2072348,16.372238
5380,Hotel Scribe Paris Opera by Sofitel,1 Rue Scribe 9th arr 75009 Paris France,8.6,48.8704175,2.3296832
5387,Hotel La Lanterne,12 rue de la Montagne Sainte Genevi ve 5th arr 75005 Paris France,9,48.8489839,2.348383
5392,La Tremoille Paris,14 rue de la Tremoille 8th arr 75008 Paris France,8.5,48.8668589,2.3028215
5401,Mill sime H tel,15 Rue Jacob 6th arr 75006 Paris France,9.3,48.8550236,2.3350786
5404,Number Sixteen,16 Sumner Place Kensington and Chelsea London SW7 3EG United Kingdom,9.1,51.4930905,-0.1755022
5408,Paris Marriott Rive Gauche Hotel,17 Boulevard Saint Jacques 14th arr 75014 Paris France,7.5,48.8315962,2.3399796
5411,Drawing Hotel,17 rue de Richelieu 1st arr 75001 Paris France,8.9,48.8644382,2.3359148
5428,H tel F licien by Elegancia,21 rue F licien David 16th arr 75016 Paris France,8.4,48.8493082,2.2743626
5430,H tel Paris Bastille Boutet MGallery by Sofitel,22 24 Rue Faidherbe 11th arr 75011 Paris France,8.8,48.8519215,2.3839993
5435,H tel Aiglon Esprit de France,232 Boulevard Raspail 14th arr 75014 Paris France,8.9,48.8396623,2.3300582
5444,Hotel du Petit Moulin,29 31 rue de Poitou 3rd arr 75003 Paris France,9.1,48.8615843,2.3620652
5455,Majestic Hotel Spa,30 Rue La P rouse 16th arr 75016 Paris France,8.7,48.8703672,2.2938868
5475,H tel L Echiquier Op ra Paris MGallery by Sofitel,38 rue de l Echiquier 10th arr 75010 Paris France,9.1,48.8719889,2.3492913
5495,Suites H tel Helzear Champs Elys es,49 Avenue Marceau 16th arr 75116 Paris France,8.2,48.8691399,2.2981024
5515,H tel Regent s Garden,6 Rue Pierre Demours 17th arr 75017 Paris France,9.1,48.8797513,2.2919634
5516,Hotel Malte Astotel,63 rue de Richelieu 2nd arr 75002 Paris France,8.9,48.8672474,2.33738
5518,Mercure Tour Eiffel Grenelle,64 Boulevard de Grenelle 15th arr 75015 Paris France,8.3,48.850448,2.2928845
