,Hotel,City,Reviews,Date,Score,Aspect,Sentiment
100,Britannia International Hotel Canary Wharf,"London, United Kingdom", Staff were friendly and helpful ,8/3/2017,6.7,"[(""friendly"",""Staff""), (""helpful"",""Staff"")]","{'Staff': [0.9154, 0]}"
101,Britannia International Hotel Canary Wharf,"London, United Kingdom", room was big view was ok staff were polite lobby was beutifull,8/3/2017,7.9,"[(""view"",""room""), (""big"",""view""), (""ok"",""staff""), (""polite"",""lobby"")]","{'room': [0, 0], 'staff': [0.296, 0], 'lobby': [0, 0], 'view': [0, 0]}"
102,Britannia International Hotel Canary Wharf,"London, United Kingdom", the location,8/3/2017,3.3,[],{}
103,Britannia International Hotel Canary Wharf,"London, United Kingdom", Staff very friendly room was fine Check out in the morning a little slow but that s the only thing ,8/3/2017,7.5,"[(""friendly"",""room""), (""slow"",""morning""), (""that"",""thing""), (""only"",""thing"")]","{'room': [0.4939, 0], 'morning': [0, 0], 'thing': [0, 0]}"
104,Britannia International Hotel Canary Wharf,"London, United Kingdom", Cleanliness peaceful ,8/3/2017,6.7,[],{}
105,Novotel London Greenwich,"London, United Kingdom", It was a good hotel with lovely staff and convienient for all our needs,8/3/2017,10.0,"[(""It"",""hotel""), (""good"",""hotel""), (""lovely"",""staff"")]","{'staff': [0.5859, 0], 'hotel': [0.4404, 0]}"
106,Hotel Plaza Elys es,"Paris, France", The place is in central of paris and the area is so nice,8/3/2017,7.1,"[(""is"",""place""), (""so nice"",""area"")]","{'place': [0, 0], 'area': [0.4754, 0]}"
107,Malmaison London,"London, United Kingdom", Theprice was the main attraction for this property The location was a bit off the main areas and it was a 20 ride from Paddington Station where the 74 for 2 return Heathrow Express drops you from the airport So Barbican isn t the wisest choice if this is your destination from Heathrow The room had angles and posts in strage places taking up considerable space The bed was comfortable and the bathroom was satisfactory ,8/3/2017,8.3,"[(""main"",""attraction""), (""bit"",""location""), (""main"",""areas""), (""it"",""ride""), (""this"",""destination""), (""wisest"",""choice""), (""considerable"",""space""), (""had"",""room""), (""had"",""angles""), (""had"",""posts""), (""places"",""strage""), (""taking"",""space""), (""comfortable"",""bed""), (""satisfactory"",""bathroom"")]","{'room': [0, 0], 'ride': [0, 0], 'choice': [0.4767, 0], 'space': [0, 0], 'location': [0, 0], 'angles': [0, 0], 'strage': [0, 0], 'bathroom': [0.3612, 0], 'areas': [0, 0], 'destination': [0, 0], 'bed': [0.5106, 0], 'attraction': [0, 0], 'posts': [0, 0]}"
108,Malmaison London,"London, United Kingdom", Beautiful building ,8/3/2017,6.7,"[(""Beautiful"",""building"")]","{'building': [0.5994, 0]}"
109,Malmaison London,"London, United Kingdom", The bed was comfy,8/3/2017,5.8,"[(""comfy"",""bed"")]","{'bed': [0, 0]}"
110,Malmaison London,"London, United Kingdom", We liked the bed very comfortable and extremely clean The hotel is in central London but still offered a peaceful night during our stay ,8/3/2017,10.0,"[(""very comfortable"",""bed""), (""extremely clean"",""bed""), (""is"",""hotel""), (""still offered"",""hotel""), (""peaceful"",""night"")]","{'hotel': [0, 0], 'bed': [1.0139, 0], 'night': [0.4939, 0]}"
111,Park Plaza London Riverbank,"London, United Kingdom", tasty breakfasts beautiful window view and kind helpful staff there created amazing atmosphere of our pleasant mornings our special thanks are to the Manager Vasiliy as well as to Vasile and Alina who mainly contributed to our positive mood and amazing pleasant staying in the hotel ,8/3/2017,9.2,"[(""tasty"",""breakfasts""), (""beautiful"",""view""), (""view"",""window""), (""staff"",""kind""), (""helpful"",""staff""), (""created"",""atmosphere""), (""amazing"",""atmosphere""), (""pleasant"",""mornings""), (""special"",""thanks""), (""are"",""thanks""), (""positive"",""mood""), (""pleasant"",""staying""), (""amazing"",""staying"")]","{'mood': [0.5574, 0], 'atmosphere': [0.8359, 0], 'kind': [0, 0], 'window': [0, 0], 'thanks': [0.4019, 0], 'staff': [0.4215, 0], 'breakfasts': [0, 0], 'staying': [1.0965, 0], 'view': [0.5994, 0], 'mornings': [0.5106, 0]}"
112,Park Plaza London Riverbank,"London, United Kingdom", Very comfortable room and a great size for 2 or like me a single person who likes extra space executive suite I got a part river view on the 16th floor which I wasn t expecting However definitely request a high floor number if you re not directly facing the river as the very tall Corniche Building to the west will block out a lot of light Very friendly and helpful staff ,8/3/2017,8.8,"[(""very comfortable"",""room""), (""great"",""size""), (""single"",""person""), (""likes"",""suite""), (""extra"",""suite""), (""suite"",""space""), (""suite"",""executive""), (""view"",""part""), (""view"",""river""), (""16th"",""floor""), (""got"",""view""), (""directly facing"",""river""), (""however request"",""number""), (""high"",""number""), (""number"",""floor""), (""block"",""Building""), (""block"",""lot""), (""friendly"",""staff""), (""helpful"",""staff"")]","{'room': [0.5563, 0], 'space': [0, 0], 'person': [0, 0], 'lot': [0, -0.4404], 'number': [0, 0], 'river': [0, 0], 'suite': [0.4215, 0], 'view': [0, 0], 'part': [0, 0], 'size': [0.6249, 0], 'Building': [0, -0.4404], 'staff': [0.9154, 0], 'executive': [0, 0], 'floor': [0.0772, 0]}"
113,Park Plaza London Riverbank,"London, United Kingdom", The Size of the bathroom was really good,8/3/2017,7.1,"[(""really good"",""Size"")]","{'Size': [0.4927, 0]}"
114,Pullman Paris Tour Eiffel,"Paris, France", Perfect location great food ,8/3/2017,9.2,"[(""food"",""location""), (""great"",""food"")]","{'location': [0, 0], 'food': [0.6249, 0]}"
115,Hotel Bachaumont,"Paris, France", Location is in a very lively neighborhood with restaurants and charming boutiques immediately to left and right when you step out Convenient location walkable distance to Louvre Saint Honore and department stores The hotel design is beautiful modern and clean room decently sized ,8/3/2017,9.2,"[(""lively"",""neighborhood""), (""charming"",""boutiques""), (""walkable"",""distance""), (""Convenient"",""location""), (""stores"",""department""), (""decently sized"",""room""), (""room"",""design""), (""beautiful"",""room""), (""modern"",""room""), (""clean"",""room""), (""design"",""hotel"")]","{'room': [1.0013, 0], 'hotel': [0, 0], 'distance': [0, 0], 'location': [0, 0], 'department': [0, 0], 'neighborhood': [0.4404, 0], 'design': [0, 0], 'boutiques': [0.5859, 0]}"
116,The Rockwell,"London, United Kingdom", The Rockwell is a nice hotel Our room a double was very small also the bed was small The bathroom was tiny I guess that is to be expected in London The breakfast a la carte was fine and the reception area peaceful The hotel is in a good location ,8/3/2017,7.1,"[(""nice"",""hotel""), (""very small"",""room""), (""also small"",""bed""), (""tiny"",""bathroom""), (""peaceful"",""breakfast""), (""fine"",""breakfast""), (""area"",""reception""), (""is"",""hotel""), (""good"",""location"")]","{'room': [0, 0], 'hotel': [0.4215, 0], 'bed': [0, 0], 'location': [0.4404, 0], 'reception': [0, 0], 'bathroom': [0, 0], 'breakfast': [0.6962, 0]}"
117,The LaLit London,"London, United Kingdom", Lovely building Good rooms Stylish Very professional senior staff management ,8/3/2017,6.3,"[(""Lovely"",""building""), (""Good"",""rooms""), (""very professional"",""staff""), (""senior"",""staff"")]","{'staff': [0, 0], 'building': [0.5859, 0], 'rooms': [0.4404, 0]}"
118,Courthouse Hotel London,"London, United Kingdom", Nice breakfast free infused water at reception,8/3/2017,6.7,"[(""Nice"",""breakfast""), (""free infused"",""breakfast""), (""infused"",""water"")]","{'breakfast': [0.9321, 0], 'water': [0, 0]}"
119,Courthouse Hotel London,"London, United Kingdom", I stay at this hotel on most occasions i visit London it is friendly always clean and in an excellent location the rooms are spacious beds are comfortable with good quality linen I would recommend to others,8/3/2017,8.8,"[(""most"",""occasions""), (""excellent"",""location""), (""beds"",""rooms""), (""spacious"",""beds""), (""good"",""linen""), (""linen"",""quality"")]","{'beds': [0, 0], 'quality': [0, 0], 'location': [0.5719, 0], 'linen': [0.4404, 0], 'occasions': [0, 0], 'rooms': [0, 0]}"
120,Best Western The Boltons Hotel London Kensington,"London, United Kingdom", Helpful staff lovely room very clean good location,8/3/2017,10.0,"[(""Helpful"",""staff""), (""lovely"",""room""), (""very clean"",""location""), (""good"",""location"")]","{'staff': [0.4215, 0], 'room': [0.5859, 0], 'location': [0.898, 0]}"
121,Best Western The Boltons Hotel London Kensington,"London, United Kingdom", breakfast was really good room was clean and had an AC ,8/3/2017,7.5,"[(""really good"",""breakfast""), (""clean"",""room""), (""had"",""breakfast"")]","{'room': [0.4019, 0], 'breakfast': [0.4927, 0]}"
122,Best Western Ducs de Bourgogne,"Paris, France", The bed was very comfy and the room and bathroom were lovely The location of the hotel was excellent for local entertainments and for various metro stations Even though there was considerable renovations being carried out this did not disturb us at all ,8/3/2017,9.6,"[(""very comfy"",""bed""), (""lovely"",""room""), (""lovely"",""bathroom""), (""excellent"",""location""), (""local"",""entertainments""), (""various"",""stations""), (""stations"",""metro""), (""considerable"",""renovations""), (""even was"",""renovations"")]","{'room': [0.5859, 0], 'entertainments': [0, 0], 'bed': [0, 0], 'stations': [0, 0], 'bathroom': [0.5859, 0], 'location': [0.5719, 0], 'metro': [0, 0], 'renovations': [0, 0]}"
123,The Gore Hotel Starhotels Collezione,"London, United Kingdom", The breakfast was lovely and in a nice part of the hotel It s in the museum area so it s close to everything ,8/3/2017,7.1,"[(""lovely"",""breakfast""), (""nice"",""part""), (""area"",""museum"")]","{'breakfast': [0.5859, 0], 'museum': [0, 0], 'part': [0.4215, 0]}"
124,The Gore Hotel Starhotels Collezione,"London, United Kingdom", Staff are exceptionally friendly and helpful Very comfortable room Good quality food,8/3/2017,9.2,"[(""exceptionally friendly"",""Staff""), (""helpful"",""Staff""), (""comfortable"",""room""), (""Good"",""quality"")]","{'room': [0.5106, 0], 'quality': [0.4404, 0], 'Staff': [0.9628, 0]}"
125,The Gore Hotel Starhotels Collezione,"London, United Kingdom", The bed,8/3/2017,3.3,[],{}
126,The Hoxton Holborn,"London, United Kingdom", The location was great absolutely lovely room with an excellent bed and a fantastically great shower and the possibility of a very late check out,8/3/2017,10.0,"[(""room"",""location""), (""fantastically great"",""room""), (""absolutely lovely"",""room""), (""excellent"",""bed""), (""great"",""shower""), (""very late"",""check"")]","{'room': [1.2489, 0], 'location': [0, 0], 'shower': [0.6249, 0], 'bed': [0.5719, 0], 'check': [0, 0]}"
127,The Hoxton Holborn,"London, United Kingdom", Amazing bed and staff ,8/3/2017,10.0,"[(""Amazing"",""bed"")]","{'bed': [0.5859, 0]}"
128,Royal Garden Hotel,"London, United Kingdom", Design,8/3/2017,4.6,[],{}
129,DoubleTree by Hilton London Ealing,"London, United Kingdom", Good public areas cafe and bar had plenty of space outdoor seating near the bar Good selection of breakfast items Decent size car park not free ,8/3/2017,7.5,"[(""Good"",""areas""), (""public"",""areas""), (""areas"",""cafe""), (""areas"",""bar""), (""had"",""areas""), (""had"",""plenty""), (""seating"",""space""), (""outdoor"",""seating""), (""items"",""breakfast""), (""Good"",""selection""), (""Decent"",""park""), (""park"",""size""), (""park"",""car"")]","{'plenty': [0, 0], 'areas': [0.4404, 0], 'selection': [0.4404, 0], 'size': [0, 0], 'space': [0, 0], 'seating': [0, 0], 'car': [0, 0], 'breakfast': [0, 0], 'bar': [0, 0], 'cafe': [0, 0], 'park': [0, 0]}"
130,DoubleTree by Hilton London Victoria,"London, United Kingdom", Staff were very helpful and pleasant,8/3/2017,9.6,"[(""very helpful"",""Staff""), (""pleasant"",""Staff"")]","{'Staff': [0.986, 0]}"
131,Montagu Place Hotel,"London, United Kingdom", The staff was particularly helpful and the continental breakfast was so delicious ,8/3/2017,10.0,"[(""particularly helpful"",""staff""), (""continental"",""breakfast""), (""so delicious"",""breakfast"")]","{'staff': [0.4754, 0], 'breakfast': [0.6115, 0]}"
132,H tel Regina,"Paris, France", Building is very old but nicely maintained Bed quality was excellent and quality of toilettes are very good We booked family suite and there are three single beds in children room but we have a teenage daughter so they gave us two connecting rooms later which were much better The rooms are facing back of building which is better than facing road because it is more quiet and you can keep window open ,8/3/2017,9.2,"[(""very old"",""Building""), (""maintained"",""Building""), (""Bed"",""quality""), (""excellent"",""quality""), (""very good"",""quality""), (""booked"",""suite""), (""suite"",""family""), (""are"",""beds""), (""single"",""beds""), (""room"",""children""), (""have"",""daughter""), (""teenage"",""daughter""), (""later connecting"",""rooms""), (""back facing"",""road""), (""open"",""window""), (""facing"",""rooms"")]","{'beds': [0, 0], 'daughter': [0, 0], 'window': [0, 0], 'rooms': [0, 0], 'road': [0, 0], 'suite': [0, 0], 'quality': [1.0646, 0], 'family': [0, 0], 'children': [0, 0], 'Building': [0, 0]}"
133,Mercure Paris Gare De Lyon TGV,"Paris, France", It s really handy for the station and easy checking in Staff friendly We have stayed several times,8/3/2017,7.5,"[(""easy"",""checking""), (""several"",""times"")]","{'times': [0, 0], 'checking': [0.4404, 0]}"
134,Hotel Dupond Smith,"Paris, France", the accommodations were incredible we arrived for one night and got upgraded to a lovely suite the shower tub outdoor patio the bed the sitting room everything was perfection the boutique upscale and cozy hotel had the nicest staff and was so lovely to stay in the heart of paris they served an amazing breakfast that was typical parisian and so quaint and european it had such great vibes and it exceeded my expectations ,8/3/2017,10.0,"[(""incredible"",""accommodations""), (""upgraded"",""bed""), (""so lovely"",""suite""), (""patio"",""shower""), (""patio"",""tub""), (""outdoor"",""patio""), (""sitting"",""everything""), (""everything"",""room""), (""perfection"",""everything""), (""upscale"",""boutique""), (""cozy"",""hotel""), (""had"",""upscale""), (""had"",""hotel""), (""had"",""staff""), (""nicest"",""staff""), (""lovely"",""upscale""), (""served"",""breakfast""), (""amazing"",""breakfast""), (""had"",""vibes""), (""such"",""vibes""), (""great"",""vibes""), (""exceeded"",""expectations"")]","{'everything': [0.5719, 0], 'room': [0, 0], 'bed': [0, 0], 'suite': [0.624, 0], 'breakfast': [0.5859, 0], 'shower': [0, 0], 'tub': [0, 0], 'expectations': [0, 0], 'hotel': [0, 0], 'patio': [0, 0], 'staff': [0.4939, 0], 'upscale': [0.5859, 0], 'vibes': [0.6249, 0], 'accommodations': [0, 0], 'boutique': [0, 0]}"
135,Novotel Paris Gare De Lyon,"Paris, France", Location is great Near to metro station Room is good size n comfortable Breakfast in room is so thoughful ,8/3/2017,10.0,"[(""station"",""metro""), (""comfortable"",""n""), (""n"",""Room""), (""good"",""n""), (""n"",""size""), (""so thoughful"",""Breakfast"")]","{'Breakfast': [0, 0], 'Room': [0, 0], 'metro': [0, 0], 'size': [0, 0], 'n': [0.9510000000000001, 0]}"
