,Hotel,Reviews,Aspect_Sentiment
86,K K Hotel George, The location is excellent direct route from the airport at Heathrow The hotel is clean and modern and has basic amenities breakfast room bar The street is quiet A good hotel if travelling on business ,"{'airport': [1.0, 0], 'heathrow': [1.0, 0], 'room bar': [0, 0], 'street': [0.5, 0], 'location': [1.0, 0], 'route': [1.0, 0], 'a': [1.5, 0], 'hotel': [0.5, 0]}"
87,K K Hotel George, The staff were superb very helpful and friendly The hotel is in an excellent position close to the Underground station and easy to get to The room was very clean and well serviced each day ,"{'room': [2.125, -0.125], 'staff': [1.75, 0], 'position': [2.125, -0.125], 'underground station': [4.25, -0.25], 'hotel': [2.125, -0.125]}"
88,K K Hotel George, The location was excellent 2 mins from tube and walkable to several locations Kensington Palace Albert Hall Knightsbridge etc if you re reasonably mobile We received a complimentary upgrade on the room Bed was lovely and comfortable Hotel was lovely Staff friendly and attentive As is just off main road nice and quiet Can t review facilities as we spent all day and night out in the city but what we saw and read it had all you need I always judge things on whether you d return and in this case yes I would You ll probably be able to get cheaper elsewhere but when you walk in you will realise why Lovely hotel for a special occasion ,"{'case': [0, 0], 'upgrade': [2.0, -0.75], 'can t review': [7.375, -3.25], 'as': [3.25, -1.5], 'day': [2.0, -0.75], 'road nice': [4.0, -1.5], 'night': [2.0, -1.0], 'staff': [2.0, -0.75], 'city': [2.0, -0.75], 'room bed': [4.0, -1.5], 'location': [1.0, -0.5], 'tube': [1.0, -0.5], 'kensington palace albert hall knightsbridge': [0, -1.25], 'hotel': [2.25, -0.75]}"
89,K K Hotel George, We had gluten free breakfast They had separate toaster for gluten free breads But I can not recommend the breakfast or eating there at all for people who need to follow strict gluten free diet Otherwise I can not complain great full wide ranging and diverse breakfast I just could not eat it Still for sure I could stay there for another time and bring my husband for the breakfast Enough for a big man It was great to have opportunity to print out your boarding passes after on line check in before leaving the hotel ,"{'breakfast': [1.625, -2.625], 'diverse breakfast': [1.875, -3.5], 'toaster': [0, 0], 'diet': [0.5, -0.625], 'man': [0.875, -1.125], 'ranging': [0.25, -0.875], 'breakfast enough': [2.5, -3.75], 'time': [0.875, -1.125], 'husband': [0.875, -1.125], 'opportunity': [0, 0], 'boarding': [0, 0], 'line check': [0, 0]}"
90,K K Hotel George, friendly stuff clean location,{}
91,K K Hotel George, Perfect location close to all transports Nice and clean hotel Friendly staff and a really nice garden The area was nice and quiet ,"{'garden': [0.75, 0], 'perfect location': [1.5, 0], 'nice': [0.75, 0], 'staff': [0.75, 0], 'hotel': [0.75, 0]}"
92,K K Hotel George, I absolutely love this hotel The staff is great the rooms are small but comfortable The location cannot be beat This hotel is a 2 min walk to the tube station and from there you can get anywhere you need to go ,"{'location': [0, -0.625], 'staff': [0, -0.75], 'min walk': [0, -1.25], 'hotel': [0.5, -0.625]}"
93,K K Hotel George, Location for tube and central London plus some nice restaurants close by too Staff were very pleasant Breakfast was fresh and plentiful choice too ,"{'location': [1.125, -0.25], 'staff': [1.125, -0.25], 'tube': [1.125, -0.25], 'london': [1.125, -0.25], 'breakfast': [0, -1.125]}"
94,K K Hotel George, Generally it s a wonderful experience The hotel is within walking distance of Earl s court station very convenient location There re cafe bakery fast food supermarket very near to the hotel The staffs at the reception are polite and helpful especially a gentleman The room space is sufficient there s no problem to put two large suitcases The TV is new and major English TV programs are provided Mattress is comfortable it s glad to find water boiler in the room so I can make some tea Complimentary mint chocolate and drinking water are provided The cleanness is excellent no dirty spot is found Bath towels and amenities are changed everyday The surrounding area is safe to hang around during night It costs only around 100 pounds per night which is a good deal ,"{'tv': [1.625, -1.5], 'cleanness': [2.125, -0.75], 'experience': [0.75, 0], 'mattress': [1.625, -1.5], 'room': [1.625, -1.5], 'distance': [1.125, 0], 'spot': [2.125, -0.75], 'night': [2.125, -0.75], 'gentleman': [1.625, -1.5], 'area': [2.125, -0.75], 'tea': [0.5, 0], 'english tv': [3.25, -3.0], 'bath': [2.125, -0.75], 'room space': [3.25, -3.0], 'hotel': [2.75, -1.5], 'earl': [1.125, 0], 'water boiler': [3.75, -3.0], 'reception': [1.625, -1.5], 'mint chocolate': [1.0, 0], 'court station': [2.25, 0], 'drinking water': [2.625, -1.5], 'location': [1.125, 0], 'problem': [1.625, -1.5], 'food supermarket': [3.25, -3.0], 'bakery': [1.625, -1.5]}"
95,K K Hotel George, The breakfast was perfect very clean parking was easy to reach and available even we left the hotel one night to go to Leeds Very kind of the hotel ,"{'night': [1.5, 0], 'parking': [1.5, 0], 'kind': [0.5, 0], 'breakfast': [1.5, 0], 'hotel': [2.0, 0]}"
96,K K Hotel George, The location is definitely the main selling point,"{'location': [0.25, 0]}"
97,K K Hotel George, Good quality breakfast food friendly and efficient staff,"{'quality breakfast food': [1.875, 0]}"
98,K K Hotel George, Staff was very friendly and helpful The location was great The room was very quiet ,"{'location': [0, 0], 'staff': [0.875, 0]}"
99,K K Hotel George, Great Location with very easy access to public transport and popular location Major Shopping streets walkable A very comfortable hotel,"{'transport': [1.75, -0.75], 'great location': [3.5, -1.5], 'access': [1.75, -0.75], 'location major shopping': [5.25, -2.25]}"
100,K K Hotel George, Beds very comfortable Pleasant and necessary lounge area off reception with excellent bar staff Area good for restaurants ,"{'pleasant': [1.5, -0.875], 'lounge area': [3.0, -1.75], 'reception': [1.5, -0.875]}"
101,K K Hotel George, Staff were courteous and helpful,{}
102,K K Hotel George, Location is excellent and easy to get into central London and choice of local restaurants fab Staff at the hotel are friendly and accommodating Rooms are spacious very comfortable and clean Breakfast options excellent and Bar area very comfortable and cosy Big plus is underground parking at the hotel also Fab experience all round ,"{'fab experience': [3.625, -1.5], 'staff': [3.625, -1.5], 'choice': [3.625, -1.5], 'london': [3.625, -1.5], 'bar area': [7.25, -3.0], 'location': [3.625, -1.5], 'hotel': [3.875, -1.5], 'parking': [0.25, 0], 'excellent': [3.625, -1.5], 'breakfast': [3.625, -1.5]}"
103,K K Hotel George, good sized room for the price and wonderfully located having its own bar and restaurant on site was a bonus despite there being countless foodie drinkie options outside their doors ,"{'room': [1.0, 0], 'price': [1.0, 0], 'site': [1.0, 0], 'bar': [1.0, 0], 'bonus': [1.0, 0], 'restaurant': [1.0, 0]}"
104,K K Hotel George, Excellent location near major railway lines Easy to get from the airport Friendly and helpful staff A homely atmosphere and personal attention Highly recommended ,"{'railway': [1.25, 0], 'location': [1.25, 0], 'easy': [1.25, 0], 'staff': [1.25, 0], 'airport friendly': [2.5, 0]}"
105,K K Hotel George, Location for Central London is perfect Hotel is very clean ,"{'location': [0.5, 0], 'central london': [1.0, 0]}"
106,K K Hotel George, very good location restaurants and supermarkets around and the clineanliness of the hotel ,"{'location': [1.0, 0], 'clineanliness': [1.0, 0]}"
107,K K Hotel George, Superfriendly staff comfortable beds safe in the closet and the housekeeping was superb they even made the bed extra nice for my daughter by tucking in her Teddybears 3 Clean bathroom nice shower and the room was nice and quiet for my daughter to sleep in the evening Unfortunately it was winter so we did not get the opportunity to spend time in the garden but it made a nice view from the window in our room and at the breakfast table The underground is only a 2 minute walk so getting around was very easy I am overall very satisfied with my stay at this hotel and would recommend it ,"{'room': [0.625, -0.75], 'daughter': [0.625, -0.75], 'closet': [0.625, -0.75], 'clean bathroom nice shower': [2.5, -3.0], 'breakfast table': [0.625, -0.75], 'evening': [0.625, -0.75], 'winter': [0, -0.875], 'stay': [2.125, 0], 'nice': [0.625, -0.75], 'window': [0, 0], 'underground': [2.125, 0], 'garden': [0, -0.625], 'staff': [0.625, -0.75], 'superb': [0.625, -0.75], 'minute walk': [4.25, 0], 'view': [0, 0], 'time': [0, -0.625], 'bed': [0.625, -0.75], 'housekeeping': [0.625, -0.75], 'opportunity': [0, -0.625]}"
108,K K Hotel George, I especially liked my room s well operating walk in non slip shower and bathroom an amenity not always found in other London hotels I also liked the comfortable bed the size of room the good elevators lifts and the proximity to Earl s Court Tube buses cafes shops and ATMs ,"{'room': [0.5, -2.625], 'proximity': [0.5, -0.75], 'earl': [0.5, -0.75], 'walk': [0, -1.875], 'bathroom': [0, -1.875], 'size': [0.5, -0.75], 'slip shower': [0, -3.75], 'court tube': [1.0, -1.5], 'amenity': [0, -1.875], 'london': [0, -1.875]}"
109,K K Hotel George, Thank you K K Hotel George at Earl s Court you assured our stay in London was fun and despite some snow cozy and pleasant Thank you for accommodating our every need from booking theatre tickets to providing cutlery for our take away even letting us borrow the HDMI cable from the business centre Everyone is so knowledgeable and helpful and kind Cannot wait try your other locations thank you again kkhotelgeorge kkhotelgeorge,"{'k k hotel george': [4.5, -5.0], 'court': [0, 0], 'earl': [0, 0], 'business centre everyone': [3.375, -3.75], 'need': [1.125, -1.25], 'cutlery': [1.125, -1.25], 'thank': [1.125, -1.25], 'cozy': [1.125, -1.25], 'stay': [1.125, -1.25], 'london': [1.125, -1.25], 'hdmi cable': [2.25, -2.5], 'kind': [1.125, -1.25], 'take': [1.125, -1.25]}"
110,K K Hotel George, Very good location for tube station and getting around all the sights and shows we had pre booked,"{'location': [1.0, 0]}"
111,K K Hotel George, Friendly helpful staff The facilities are good including the bar The Earl s Court tube station is just a few steps away and this station has access to several useful lines For what you get the prices are reasonable Very nice breakfast buffet ,"{'court tube station': [4.875, -1.5], 'staff': [0.375, 0], 'access': [1.625, -0.5], 'very': [1.625, -0.5], 'bar': [1.625, -0.5], 'earl': [1.625, -0.5], 'station': [1.625, -0.5]}"
112,K K Hotel George, The location was just 3 4 minutes from Earl s Court Paul s was also opposite the Underground station making it very convenient to pop by for breakfast excellent Espresso Cappucino and freshly baked pastries by the way before heading off for sightseeing ,"{'earl': [2.75, 0], 'breakfast': [2.75, 0], 'location': [2.75, 0], 'court paul s': [8.25, 0], 'underground station': [5.5, 0], 'espresso cappucino': [5.5, 0]}"
113,K K Hotel George, The staff are really helpful and accommodating Nothing was too much trouble The hotel is very pretty in a great location with a cosy bar area I have stayed here several times and will definitely stay again ,"{'location': [2.5, -0.75], 'nothing': [2.5, -0.75], 'staff': [2.5, -0.75], 'hotel': [2.5, -0.75], 'trouble': [2.5, -0.75]}"
114,K K Hotel George, The location,{}
115,K K Hotel George, The entire staff were friendly courteous and helpful The room was clean and quiet and the breakfast was excellent as was the location 4 minute walk to the underground tube just perfect ,"{'minute walk': [5.5, 0], 'room': [2.75, 0], 'location': [2.75, 0], 'staff': [2.75, 0], 'breakfast': [2.75, 0]}"
116,K K Hotel George, Location heated outdoor smoking area breakfast is good Just 2 min walk to Earls Court station Halal restaurants are very close by ,"{'location': [1.625, 0], 'area breakfast': [3.25, 0]}"
117,K K Hotel George, Helpful friendly staff Good location,"{'staff': [0.375, 0]}"
118,K K Hotel George, Excellent hotel in every aspect Fantastic location with only a 2 3 minute walk to the tube station which takes you into central London Rooms are small but perfectly formed with a lovely bathroom All the staff are very polite and friendly and sorted out the small problem with the bathroom sink and brought a firmer pillow with no issues Great choice of buffet breakfast both hot and cold all replenished regularly Would definitely stay here again and recommend it to anyone ,"{'problem': [1.5, -0.125], 'tube station': [3.5, 0], 'aspect fantastic location': [5.25, 0], 'great choice': [3.0, -0.25], 'bathroom': [3.25, -0.125], 'would': [1.5, -0.125], 'staff': [1.5, -0.125], 'london rooms': [3.5, 0], 'bathroom sink': [4.75, -0.25], 'minute walk': [3.5, 0], 'firmer pillow': [3.0, -0.25], 'hotel': [1.75, 0], 'buffet': [1.5, -0.125]}"
119,K K Hotel George, Comfy bed a lovely warm room with good facilities on a cold damp London day Great shower nice toiletries and fab fluffy towels Would stay again as it was a great location The things we didn t like weren t the end of the world and we enjoyed our stay ,"{'room': [1.0, -0.125], 'world': [0, 0], 'fab fluffy': [0, 0], 'comfy': [1.0, -0.125], 'end': [0, 0], 'location': [0, 0], 'london day great shower': [2.0, -0.25]}"
